Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,PER,PPM,Usage_Rate,True_Shooting_Percentage,Effective_FG_Percentage,Points_Per_Shot,Total_Rebound_Percentage,Offensive_Rebound_Percentage,Defensive_Rebound_Percentage,Assist_Percentage,AST_Ratio,Steal_Percentage,Block_Percentage,Stocks,Versatility_Index,Offensive_Versatility,Defensive_Versatility,Three_Point_Rate,Free_Throw_Rate,PTS_Per_Game,PTS_Per_36,REB_Per_Game,REB_Per_36,AST_Per_Game,AST_Per_36,STL_Per_Game,STL_Per_36,BLK_Per_Game,BLK_Per_36,TOV_Per_Game,TOV_Per_36,Box_Plus_Minus,Scoring_Consistency,Usage_Consistency,Offensive_Impact,Defensive_Impact,Overall_Impact,Points_Per_Touch,Production_Per_Possession,PTS_to_Usage_Ratio,AST_to_Usage_Ratio,2P%,Points_Per_Shot_Attempt,Physical_Impact
Joe Smith,82,34.4,15.3,5.7,12.5,45.6,0.1,0.3,33.333333333333336,3.7,4.8,77.08333333333334,3.7,5.1,8.7,1.0,1.0,1.6,1.7,1.0,0.31585365853658537,0.44476744186046513,0.47418604651162793,0.5235422940049275,0.46,1.047084588009855,0.14804310833806014,0.06296086216676121,0.08678389109472491,0.003403289846851957,8.0,0.017016449234259788,0.02722631877481566,2.6,27.6,20.0,7.699999999999999,0.024,0.384,0.18658536585365854,16.011627906976745,0.10609756097560975,9.104651162790699,0.012195121951219513,1.0465116279069768,0.012195121951219513,1.0465116279069768,0.01951219512195122,1.674418604651163,0.020731707317073172,1.7790697674418603,0.16719512195121947,0.8843930635838151,0.0057827566647759504,0.47383720930232565,0.22383720930232556,0.6976744186046512,0.765,1.585791309863622,32.26581657675331,2.1088769004413925,0.459016393442623,1.224,0.32848837209302323
Reggie Miller*,82,22.4,10.0,3.7,7.6,48.684210526315795,0.7,2.1,33.33333333333333,1.8,2.3,78.26086956521739,1.2,1.2,2.3,1.6,0.7,0.2,1.2,1.0,0.16585365853658537,0.44642857142857145,0.4380357142857143,0.580585229911751,0.5328947368421053,1.161170459823502,0.06010452961672474,0.0313588850174216,0.0313588850174216,0.008362369337979096,21.05263157894737,0.018292682926829267,0.005226480836236934,0.8999999999999999,14.799999999999999,12.799999999999999,2.1,0.27631578947368424,0.3026315789473684,0.12195121951219512,16.071428571428573,0.028048780487804875,3.696428571428571,0.01951219512195122,2.5714285714285716,0.008536585365853657,1.125,0.0024390243902439024,0.32142857142857145,0.014634146341463414,1.9285714285714288,0.11463414634146342,1.0101010101010102,0.005341898954703833,0.5178571428571429,0.09375000000000001,0.6116071428571429,0.7874015748031498,1.4862981885740825,22.82918874847126,3.6526701997554016,0.5454545454545454,1.3157894736842106,0.14285714285714288
Baron Davis,82,18.6,5.9,2.2,5.3,41.509433962264154,0.3,1.4,21.42857142857143,1.2,1.9,63.15789473684211,0.6,1.4,2.0,3.8,1.2,0.2,1.7,1.0,0.13902439024390242,0.3172043010752688,0.42129032258064514,0.4807692307692308,0.44339622641509435,0.9615384615384616,0.06294256490952006,0.018882769472856015,0.04405979543666404,0.023918174665617624,71.69811320754717,0.03776553894571203,0.006294256490952006,1.4,13.099999999999998,10.299999999999999,2.8,0.2641509433962264,0.3584905660377358,0.07195121951219513,11.419354838709678,0.024390243902439025,3.8709677419354835,0.046341463414634146,7.354838709677419,0.014634146341463414,2.32258064516129,0.0024390243902439024,0.3870967741935484,0.020731707317073172,3.290322580645161,0.155,0.8194444444444445,0.005137686860739575,0.5215053763440859,0.15053763440860213,0.672043010752688,0.46456692913385833,1.4234383637368708,14.004594180704443,9.019908116385912,0.4871794871794872,1.1132075471698115,0.1827956989247312
Jim Les,82,9.5,1.7,0.5,1.6,31.25,0.0,0.2,0.0,0.7,0.9,77.77777777777777,0.3,0.8,1.1,2.6,0.3,0.1,1.1,1.0,0.057317073170731696,0.17894736842105263,0.3258947368421053,0.4258517034068136,0.3125,0.8517034068136272,0.06777920410783055,0.018485237483953785,0.049293966623876764,0.03204107830551991,162.5,0.018485237483953785,0.0061617458279845955,0.4,5.8,4.6,1.2000000000000002,0.125,0.5625,0.020731707317073172,6.442105263157895,0.013414634146341465,4.1684210526315795,0.03170731707317073,9.852631578947369,0.0036585365853658534,1.1368421052631579,0.0012195121951219512,0.37894736842105264,0.013414634146341465,4.1684210526315795,0.08865853658536589,0.6799999999999999,0.0039743260590500646,0.4526315789473684,0.12631578947368424,0.5789473684210527,0.2741935483870968,1.6452074391988551,5.21640826873385,7.978036175710594,0.3571428571428571,1.0625,0.15789473684210528
Derrick McKey,82,20.8,8.5,3.1,6.3,49.20634920634921,0.1,0.4,25.0,2.1,2.7,77.77777777777777,1.4,2.6,4.0,1.3,0.8,0.8,1.3,1.0,0.17195121951219514,0.40865384615384615,0.4225,0.5675747863247863,0.5,1.1351495726495726,0.11257035647279548,0.03939962476547842,0.07317073170731707,0.007317073170731708,20.634920634920636,0.022514071294559096,0.022514071294559096,1.6,15.400000000000002,11.200000000000001,4.2,0.0634920634920635,0.4285714285714286,0.10365853658536585,14.711538461538462,0.04878048780487805,6.9230769230769225,0.015853658536585366,2.25,0.00975609756097561,1.3846153846153846,0.00975609756097561,1.3846153846153846,0.015853658536585366,2.25,0.11609756097560975,0.9444444444444444,0.005152439024390244,0.47115384615384615,0.20192307692307693,0.6730769230769231,0.7327586206896551,1.5159718462371414,20.118343195266274,3.076923076923077,0.5084745762711865,1.3492063492063493,0.2692307692307692
Michael Smith,82,21.2,6.9,2.7,5.0,54.0,0.0,0.0,0.0,1.5,3.2,46.875,2.1,3.8,5.9,0.8,0.7,0.6,1.3,0.0,0.16585365853658537,0.3254716981132076,0.3635849056603774,0.5383895131086143,0.54,1.0767790262172285,0.1629084215370456,0.05798435342843995,0.10492406810860562,0.00441785549930971,16.0,0.019328117809479982,0.016566958122411414,1.2999999999999998,14.9,9.8,5.1,0.0,0.64,0.08414634146341464,11.716981132075473,0.07195121951219513,10.018867924528303,0.00975609756097561,1.358490566037736,0.008536585365853657,1.1886792452830188,0.007317073170731707,1.0188679245283019,0.015853658536585366,2.207547169811321,0.09634146341463413,0.8414634146341464,0.004433962264150944,0.36320754716981135,0.24056603773584906,0.6037735849056605,0.6699029126213593,1.7475035663338088,18.977685521536067,2.200311364815776,0.54,1.3800000000000001,0.339622641509434
Craig Smith,82,18.7,7.4,3.0,5.6,53.57142857142858,0.0,0.1,0.0,1.4,2.3,60.86956521739131,1.8,3.3,5.1,0.6,0.6,0.2,0.9,1.0,0.15853658536585363,0.39572192513368987,0.4017112299465241,0.559588626739262,0.5357142857142857,1.119177253478524,0.15964523281596454,0.05634537628798749,0.10329985652797705,0.0037563584191991654,10.714285714285715,0.018781792095995828,0.006260597365331943,0.8,13.899999999999999,9.8,4.1,0.01785714285714286,0.4107142857142857,0.0902439024390244,14.245989304812834,0.062195121951219505,9.818181818181817,0.007317073170731707,1.1550802139037435,0.007317073170731707,1.1550802139037435,0.0024390243902439024,0.3850267379679145,0.010975609756097562,1.7326203208556152,0.0902439024390244,0.9367088607594938,0.004898917438372245,0.42780748663101603,0.2192513368983957,0.6470588235294117,0.7872340425531915,1.715686274509804,18.42119275825346,1.4936102236421724,0.5454545454545454,1.3214285714285716,0.3155080213903743
Cedric Henderson,82,30.8,10.1,4.2,8.8,47.72727272727273,0.0,0.0,0.0,1.7,2.3,73.91304347826087,0.9,3.1,4.0,2.0,1.2,0.6,2.0,0.0,0.19390243902439028,0.3279220779220779,0.3835064935064935,0.5146759070525886,0.47727272727272724,1.0293518141051772,0.07602153943617358,0.017104846373139058,0.05891669306303453,0.007602153943617357,22.727272727272727,0.022806461830852075,0.011403230915426037,1.7999999999999998,17.900000000000002,13.0,4.8999999999999995,0.0,0.2613636363636363,0.12317073170731707,11.805194805194803,0.04878048780487805,4.675324675324675,0.024390243902439025,2.3376623376623376,0.014634146341463414,1.4025974025974026,0.007317073170731707,0.7012987012987013,0.024390243902439025,2.3376623376623376,0.13390243902439025,0.9099099099099097,0.004676908457396263,0.39285714285714285,0.15909090909090906,0.551948051948052,0.6688741721854303,1.191348973607038,26.33592956315611,5.215035557060617,0.47727272727272724,1.1477272727272725,0.1883116883116883
Louis Orr,82,21.8,10.5,4.2,8.6,48.83720930232558,0.0,0.1,0.0,2.0,2.5,80.0,2.1,2.3,4.4,1.6,0.7,0.3,1.5,1.0,0.1951219512195122,0.481651376146789,0.5137614678899082,0.5412371134020619,0.48837209302325585,1.0824742268041239,0.11814723651823675,0.05638845379279481,0.06175878272544193,0.008592526292235399,18.6046511627907,0.018796151264264933,0.008055493398970687,1.0,17.5,14.2,3.3,0.011627906976744188,0.29069767441860467,0.12804878048780488,17.339449541284402,0.05365853658536586,7.2660550458715605,0.01951219512195122,2.6422018348623855,0.008536585365853657,1.1559633027522933,0.0036585365853658534,0.4954128440366972,0.018292682926829267,2.4770642201834865,0.12158536585365852,0.9459459459459459,0.0062653837547549775,0.555045871559633,0.1513761467889908,0.7064220183486238,0.7394366197183099,1.5604395604395604,20.437500000000004,3.1142857142857148,0.49411764705882355,1.2209302325581395,0.24770642201834864
Paul Millsap,82,18.0,6.8,2.5,4.9,51.0204081632653,0.0,0.0,0.0,1.7,2.5,68.0,2.2,2.9,5.2,0.8,0.8,0.9,1.1,1.0,0.1634146341463415,0.37777777777777777,0.39444444444444443,0.5666666666666667,0.5102040816326531,1.1333333333333333,0.16910569105691056,0.07154471544715447,0.09430894308943089,0.005203252032520325,16.3265306122449,0.026016260162601626,0.02926829268292683,1.7000000000000002,14.500000000000002,9.8,4.6000000000000005,0.0,0.5102040816326531,0.08292682926829269,13.6,0.06341463414634146,10.4,0.00975609756097561,1.6,0.00975609756097561,1.6,0.010975609756097562,1.8,0.013414634146341465,2.2,0.09853658536585368,0.9189189189189189,0.004810298102981029,0.4222222222222222,0.2555555555555556,0.6777777777777778,0.7311827956989246,2.0,17.23943661971831,2.028169014084507,0.5102040816326531,1.387755102040816,0.38333333333333336
Kerry Kittles,82,36.7,16.4,6.2,14.5,42.758620689655174,1.9,5.1,37.254901960784316,2.1,2.8,75.0,1.3,2.6,3.9,3.0,1.9,0.4,1.6,1.0,0.2926829268292682,0.4468664850136239,0.47226158038147137,0.5212306127637936,0.4931034482758621,1.0424612255275871,0.06220509071575729,0.020735030238585764,0.04147006047717153,0.009570013956270352,20.689655172413794,0.030305044194856117,0.0063800093041802355,2.3,25.599999999999994,20.7,4.9,0.35172413793103446,0.19310344827586207,0.19999999999999998,16.08719346049046,0.0475609756097561,3.825613079019073,0.036585365853658534,2.9427792915531334,0.023170731707317073,1.863760217983651,0.004878048780487805,0.39237057220708443,0.01951219512195122,1.5694822888283377,0.20329268292682928,0.9479768786127166,0.005759287565627699,0.5286103542234332,0.1335149863760218,0.6621253405994549,0.7488584474885843,1.2911676646706587,34.72651742441726,6.352411723978768,0.45744680851063835,1.1310344827586205,0.16893732970027245
Kendall Gill,82,23.7,11.0,4.6,10.2,45.09803921568627,0.0,0.2,0.0,1.9,2.2,86.36363636363636,1.3,1.9,3.2,3.7,1.3,0.5,2.0,1.0,0.21585365853658536,0.4641350210970464,0.5556118143459915,0.49247851002865334,0.45098039215686275,0.9849570200573067,0.07903673973448597,0.03210867551713492,0.04692806421735104,0.018277246063599876,36.27450980392157,0.03210867551713492,0.012349490583513431,1.8,19.7,16.0,3.7,0.019607843137254905,0.21568627450980396,0.13414634146341464,16.70886075949367,0.03902439024390244,4.860759493670887,0.0451219512195122,5.620253164556963,0.015853658536585366,1.9746835443037976,0.006097560975609756,0.7594936708860759,0.024390243902439025,3.0379746835443036,0.18000000000000008,0.8870967741935485,0.006775753833487701,0.620253164556962,0.15611814345991562,0.7763713080168776,0.6077348066298344,1.3481631277384565,19.797995139732688,6.6593256379100865,0.45999999999999996,1.0784313725490198,0.2109704641350211
Kelly Tripucka,82,37.5,21.6,7.8,15.6,50.0,0.1,0.3,33.333333333333336,6.0,7.6,78.94736842105263,2.7,2.7,5.4,3.3,1.1,0.2,3.4,1.0,0.34390243902439027,0.5760000000000001,0.5958399999999999,0.5701013513513514,0.5032051282051282,1.1402027027027029,0.08429268292682927,0.04214634146341464,0.04214634146341464,0.010302439024390243,21.153846153846153,0.017170731707317075,0.0031219512195121953,1.3,31.6,27.6,4.0,0.019230769230769232,0.48717948717948717,0.2634146341463415,20.736000000000004,0.06585365853658537,5.184000000000001,0.04024390243902439,3.1679999999999997,0.013414634146341465,1.056,0.0024390243902439024,0.19200000000000003,0.041463414634146344,3.264,0.22939024390243906,0.9310344827586208,0.007266341463414633,0.664,0.10666666666666667,0.7706666666666667,0.7224080267558529,1.4050091631032378,36.25134264232009,5.538399570354458,0.5032679738562092,1.3846153846153848,0.1786666666666667
Dee Brown,82,23.7,8.7,3.5,7.5,46.666666666666664,0.1,0.4,25.0,1.7,1.9,89.47368421052632,0.5,1.7,2.2,4.2,1.0,0.2,1.7,1.0,0.17804878048780484,0.36708860759493667,0.42345991561181434,0.5218330134357005,0.47333333333333333,1.043666026871401,0.0543377585674591,0.012349490583513431,0.041988267983945664,0.020747144180302563,56.0,0.024698981167026863,0.004939796233405373,1.2,16.299999999999997,13.399999999999999,2.9000000000000004,0.05333333333333334,0.2533333333333333,0.10609756097560975,13.215189873417721,0.02682926829268293,3.3417721518987342,0.051219512195121955,6.379746835443038,0.012195121951219513,1.5189873417721518,0.0024390243902439024,0.30379746835443044,0.020731707317073172,2.5822784810126582,0.18621951219512198,0.9255319148936169,0.005164145312339199,0.5443037974683543,0.12236286919831225,0.6666666666666666,0.5686274509803921,1.4052013422818792,20.545037863690712,9.918294141092069,0.47887323943661975,1.16,0.14345991561181437
Buck Williams,82,34.5,15.5,6.3,10.7,58.8785046728972,0.0,0.0,0.0,3.0,4.7,63.82978723404255,4.2,8.0,12.3,1.3,1.0,1.0,2.9,1.0,0.34390243902439027,0.4492753623188406,0.45414492753623187,0.6069862155388471,0.588785046728972,1.2139724310776943,0.20869565217391306,0.07126193001060446,0.1357370095440085,0.004411452810180276,12.149532710280374,0.016967126193001062,0.016967126193001062,2.0,31.1,21.0,10.0,0.0,0.4392523364485982,0.18902439024390244,16.17391304347826,0.15000000000000002,12.834782608695653,0.015853658536585366,1.356521739130435,0.012195121951219513,1.0434782608695652,0.012195121951219513,1.0434782608695652,0.03536585365853658,3.026086956521739,0.19878048780487811,1.0064935064935066,0.005538352774832096,0.48695652173913045,0.2898550724637681,0.7768115942028986,0.7908163265306123,1.8311824206487621,34.13007403625223,2.862522338524381,0.588785046728972,1.4485981308411215,0.41449275362318844
Gary Payton*,82,27.4,7.2,3.2,7.0,45.714285714285715,0.0,0.2,0.0,0.8,1.2,66.66666666666667,1.3,1.6,3.0,6.4,2.0,0.2,2.2,1.0,0.20243902439024392,0.26277372262773724,0.35503649635036505,0.4782146652497343,0.4571428571428572,0.9564293304994687,0.06409115186042372,0.02777283247285028,0.03418194765889265,0.02734555812711412,91.42857142857143,0.04272743457361581,0.004272743457361582,2.2,18.8,14.900000000000002,3.8000000000000003,0.028571428571428574,0.17142857142857143,0.0878048780487805,9.459854014598541,0.036585365853658534,3.9416058394160585,0.07804878048780488,8.408759124087592,0.024390243902439025,2.6277372262773726,0.0024390243902439024,0.26277372262773724,0.02682926829268293,2.89051094890511,0.24951219512195127,0.878048780487805,0.004329713370126403,0.4963503649635037,0.13868613138686134,0.6350364963503651,0.42857142857142855,1.7679164689131468,20.27960526315789,18.02631578947368,0.4705882352941177,1.0285714285714287,0.18978102189781024
Rod Higgins,82,26.8,10.3,3.8,8.5,44.705882352941174,0.2,0.5,40.0,2.5,3.2,78.125,1.9,2.5,4.5,2.1,0.8,0.8,1.6,1.0,0.20609756097560977,0.3843283582089552,0.4294029850746268,0.5197819943480017,0.4588235294117647,1.0395639886960033,0.09828904259191847,0.04149981798325446,0.05460502366217692,0.009173643975245723,24.705882352941178,0.017473607571896616,0.017473607571896616,1.6,18.500000000000004,14.3,4.1,0.058823529411764705,0.3764705882352941,0.12560975609756098,13.835820895522389,0.054878048780487805,6.044776119402984,0.025609756097560978,2.82089552238806,0.00975609756097561,1.0746268656716418,0.00975609756097561,1.0746268656716418,0.01951219512195122,2.1492537313432836,0.14097560975609758,0.8803418803418804,0.005236621769202766,0.4626865671641791,0.15298507462686564,0.6156716417910447,0.6688311688311689,1.48834304746045,23.986791797010778,4.89051094890511,0.44999999999999996,1.211764705882353,0.22761194029850745
Xavier McDaniel,82,33.0,17.1,7.0,14.3,48.951048951048946,0.0,0.1,0.0,3.0,4.4,68.18181818181817,3.7,4.2,8.0,2.4,1.2,0.5,3.0,1.0,0.3195121951219512,0.5181818181818182,0.5829090909090909,0.5266075388026608,0.4895104895104895,1.0532150776053215,0.1419068736141907,0.06563192904656319,0.07450110864745012,0.008514412416851441,16.783216783216783,0.021286031042128603,0.008869179600886918,1.7,29.2,23.2,5.9,0.006993006993006993,0.3076923076923077,0.20853658536585368,18.654545454545456,0.0975609756097561,8.727272727272727,0.029268292682926828,2.618181818181818,0.014634146341463414,1.309090909090909,0.006097560975609756,0.5454545454545454,0.036585365853658534,3.272727272727273,0.18365853658536585,0.9144385026737968,0.007108647450110865,0.5909090909090909,0.1787878787878788,0.7696969696969698,0.7095435684647303,1.4933058702368691,29.335620711166563,4.1172800998128505,0.4929577464788732,1.1958041958041958,0.29393939393939394
